id,cik,companyname,entityid,primaryexchange,primarysymbol,siccode,sicdescription,feed_url,SD_url_2014,SD_url_2015,SD_url_2016,feed_retrieved_date
859,1018003,INGRAM MICRO INC,1411,NYSE,IM,5045,Computers and Computer Peripheral Equipment and Software,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1018003&start=0&type=SD,,,,2016-04-30
860,893538,SM ENERGY CO,5351,NYSE,SM,1311,Crude Petroleum and Natural Gas,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=893538&start=0&type=SD,,,,2016-04-30
861,1470215,TOWERS WATSON & CO.,811278,Nasdaq Global Market,TW,8742,Management Consulting Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1470215&start=0&type=SD,,,,2016-04-30
862,1303652,TABLEAU SOFTWARE INC,649881,NYSE,DATA,7372,Prepackaged Software,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1303652&start=0&type=SD,,,,2016-04-30
863,882095,GILEAD SCIENCES INC,7556,Nasdaq Global Market,GILD,2836,"Biological Products, Except Diagnostic Substances",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=882095&start=0&type=SD,,,,2016-04-30
864,1158449,ADVANCE AUTO PARTS INC,90252,NYSE,AAP,5531,Auto and Home Supply Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1158449&start=0&type=SD,,,,2016-04-30
865,773840,HONEYWELL INTERNATIONAL INC,11512,NYSE,HON,3714,Motor Vehicle Parts and Accessories,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=773840&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/773840/000093041314002721/0000930413-14-002721-index.htm,http://www.sec.gov/Archives/edgar/data/773840/000093041315002692/0000930413-15-002692-index.htm,,2016-04-30
866,19446,CANTEL MEDICAL CORP,11390,NYSE,CMN,3841,Surgical and Medical Instruments and Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=19446&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/19446/000110465914043207/0001104659-14-043207-index.htm,http://www.sec.gov/Archives/edgar/data/19446/000110465915042015/0001104659-15-042015-index.htm,,2016-04-30
867,73309,NUCOR CORP,2036,NYSE,NUE,3312,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling ",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=73309&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/73309/000119312514221237/0001193125-14-221237-index.htm,http://www.sec.gov/Archives/edgar/data/73309/000119312515207908/0001193125-15-207908-index.htm,,2016-04-30
868,1261694,TESSERA TECHNOLOGIES INC,593698,Nasdaq Global Market,TSRA,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1261694&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1261694/000119312514222206/0001193125-14-222206-index.htm,,,2016-04-30
869,91767,SONOCO PRODUCTS CO,412,NYSE,SON,2650,Paperboard Containers And Boxes,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=91767&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/91767/000094852014000017/0000948520-14-000017-index.htm,http://www.sec.gov/Archives/edgar/data/91767/000094852015000019/0000948520-15-000019-index.htm,,2016-04-30
870,1012620,GENESEE & WYOMING INC,11978,NYSE,GWR,4011,"Railroads, Line-Haul Operating",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1012620&start=0&type=SD,,,,2016-04-30
871,18349,SYNOVUS FINANCIAL CORP,9498,NYSE,SNV,6021,National Commercial Banks,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=18349&start=0&type=SD,,,,2016-04-30
872,1049502,MKS INSTRUMENTS INC,35,Nasdaq Global Market,MKSI,3823,"Industrial Instruments for Measurement, Display, and Control of ",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1049502&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1049502/000119312514220801/0001193125-14-220801-index.htm,http://www.sec.gov/Archives/edgar/data/1049502/000119312515207959/0001193125-15-207959-index.htm,,2016-04-30
873,60977,LYDALL INC /DE/,8032,NYSE,LDL,3714,Motor Vehicle Parts and Accessories,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=60977&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/60977/000114420414034967/0001144204-14-034967-index.htm,http://www.sec.gov/Archives/edgar/data/60977/000114420415031842/0001144204-15-031842-index.htm,,2016-04-30
874,898173,O REILLY AUTOMOTIVE INC,5442,Nasdaq Global Market,ORLY,5531,Auto and Home Supply Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=898173&start=0&type=SD,,,,2016-04-30
875,97216,TEREX CORP,3588,NYSE,TEX,3537,"Industrial Trucks, Tractors, Trailers, and Stackers",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=97216&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/97216/000009721614000131/0000097216-14-000131-index.htm,http://www.sec.gov/Archives/edgar/data/97216/000009721615000118/0000097216-15-000118-index.htm,,2016-04-30
876,1526520,"TRIPADVISOR, INC.",860841,Nasdaq Global Market,TRIP,7370,"Computer Programming, Data Processing, And",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1526520&start=0&type=SD,,,,2016-04-30
877,1280452,MONOLITHIC POWER SYSTEMS INC,642738,Nasdaq Global Market,MPWR,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1280452&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1280452/000143774914010462/0001437749-14-010462-index.htm,http://www.sec.gov/Archives/edgar/data/1280452/000143774915011514/0001437749-15-011514-index.htm,,2016-04-30
878,740664,R F INDUSTRIES LTD,9251,Nasdaq Global Market,RFIL,3678,Electronic Connectors,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=740664&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/740664/000114420414034892/0001144204-14-034892-index.htm,http://www.sec.gov/Archives/edgar/data/740664/000114420415033840/0001144204-15-033840-index.htm,,2016-04-30
879,783280,DUKE REALTY CORP,6878,NYSE,DRE,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=783280&start=0&type=SD,,,,2016-04-30
880,93389,STANDARD MOTOR PRODUCTS INC,2927,NYSE,SMP,3714,Motor Vehicle Parts and Accessories,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=93389&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/93389/000114036114023951/0001140361-14-023951-index.htm,http://www.sec.gov/Archives/edgar/data/93389/000114036115022564/0001140361-15-022564-index.htm,,2016-04-30
881,27904,DELTA AIR LINES INC /DE/,7551,NYSE,DAL,4512,"Air Transportation, Scheduled",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=27904&start=0&type=SD,,,,2016-04-30
882,1270073,INTERCEPT PHARMACEUTICALS INC,605285,Nasdaq Global Market,ICPT,2834,Pharmaceutical Preparations,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1270073&start=0&type=SD,,,,2016-04-30
883,105319,WEIGHT WATCHERS INTERNATIONAL INC,69668,NYSE,WTW,7200,Services-Personal Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=105319&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/105319/000119312514221654/0001193125-14-221654-index.htm,http://www.sec.gov/Archives/edgar/data/105319/000119312515208063/0001193125-15-208063-index.htm,,2016-04-30
884,48465,HORMEL FOODS CORP /DE/,1054,NYSE,HRL,2011,Meat Packing Plants,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=48465&start=0&type=SD,,,,2016-04-30
885,21175,CNA FINANCIAL CORP,8420,NYSE,CNA,6331,"Fire, Marine, and Casualty Insurance",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=21175&start=0&type=SD,,,,2016-04-30
886,816761,TERADATA CORP /DE/,345661,NYSE,TDC,3571,Electronic Computers,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=816761&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/816761/000119312514219830/0001193125-14-219830-index.htm,http://www.sec.gov/Archives/edgar/data/816761/000119312515206528/0001193125-15-206528-index.htm,,2016-04-30
887,875159,XL GROUP PLC,10181,NYSE,XL,6331,"Fire, Marine, and Casualty Insurance",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=875159&start=0&type=SD,,,,2016-04-30
888,751978,VICOR CORP,8202,Nasdaq Global Market,VICR,3679,"Electronic Components, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=751978&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/751978/000119312514219342/0001193125-14-219342-index.htm,http://www.sec.gov/Archives/edgar/data/751978/000119312515189678/0001193125-15-189678-index.htm,,2016-04-30
889,1172052,SAFETY INSURANCE GROUP INC,108380,Nasdaq Global Market,SAFT,6331,"Fire, Marine, and Casualty Insurance",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1172052&start=0&type=SD,,,,2016-04-30
890,1325702,MAGNACHIP SEMICONDUCTOR CORP,672432,NYSE,MX,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1325702&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1325702/000119312514220836/0001193125-14-220836-index.htm,http://www.sec.gov/Archives/edgar/data/1325702/000119312515209059/0001193125-15-209059-index.htm,,2016-04-30
891,1006045,IRIDEX CORP,1525,Nasdaq Global Market,IRIX,3845,Electromedical and Electrotherapeutic Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1006045&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1006045/000119312514222502/0001193125-14-222502-index.htm,http://www.sec.gov/Archives/edgar/data/1006045/000156459015004784/0001564590-15-004784-index.htm,,2016-04-30
892,1562476,TAYLOR MORRISON HOME CORP,894212,NYSE,TMHC,1531,Operative Builders,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1562476&start=0&type=SD,,,,2016-04-30
893,896429,USA TECHNOLOGIES INC,9834,Nasdaq Global Market,USAT,3578,"Calculating and Accounting Machines, Except Electronic Computers",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=896429&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/896429/000157104914002222/0001571049-14-002222-index.htm,http://www.sec.gov/Archives/edgar/data/896429/000157104915004742/0001571049-15-004742-index.htm,,2016-04-30
894,1163302,UNITED STATES STEEL CORP,93870,NYSE,X,3312,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling ",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1163302&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1163302/000116330214000035/0001163302-14-000035-index.htm,http://www.sec.gov/Archives/edgar/data/1163302/000116330215000031/0001163302-15-000031-index.htm,,2016-04-30
895,4127,"SKYWORKS SOLUTIONS, INC.",9198,Nasdaq Global Market,SWKS,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=4127&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/4127/000000412714000024/0000004127-14-000024-index.htm,http://www.sec.gov/Archives/edgar/data/4127/000000412715000018/0000004127-15-000018-index.htm,,2016-04-30
896,817366,VCA INC,11426,Nasdaq Global Market,WOOF,700,Agricultural Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=817366&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/817366/000119312514217771/0001193125-14-217771-index.htm,http://www.sec.gov/Archives/edgar/data/817366/000101143815000190/0001011438-15-000190-index.htm,,2016-04-30
897,1430602,"SCRIPPS NETWORKS INTERACTIVE, INC.",774301,Nasdaq Global Market,SNI,4841,Cable and Other Pay Television Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1430602&start=0&type=SD,,,,2016-04-30
898,794367,"MACY'S, INC.",10592,NYSE,M,5311,Department Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=794367&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/794367/000079436714000106/0000794367-14-000106-index.htm,http://www.sec.gov/Archives/edgar/data/794367/000079436715000116/0000794367-15-000116-index.htm,,2016-04-30
899,1048286,MARRIOTT INTERNATIONAL INC /MD/,48224,Nasdaq Global Market,MAR,7011,Hotels and Motels,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1048286&start=0&type=SD,,,,2016-04-30
900,1341439,ORACLE CORP,688447,NYSE,ORCL,7372,Prepackaged Software,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1341439&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1341439/000119312514219851/0001193125-14-219851-index.htm,http://www.sec.gov/Archives/edgar/data/1341439/000119312515206704/0001193125-15-206704-index.htm,,2016-04-30
901,1350593,"MUELLER WATER PRODUCTS, INC.",698370,NYSE,MWA,3490,Miscellaneous Fabricated Metal Products,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1350593&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1350593/000135059314000019/0001350593-14-000019-index.htm,http://www.sec.gov/Archives/edgar/data/1350593/000135059315000023/0001350593-15-000023-index.htm,,2016-04-30
902,890394,"MOSYS, INC.",78114,Nasdaq Global Market,MOSY,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=890394&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/890394/000110465914043192/0001104659-14-043192-index.htm,http://www.sec.gov/Archives/edgar/data/890394/000110465915040630/0001104659-15-040630-index.htm,,2016-04-30
903,913144,RENAISSANCERE HOLDINGS LTD,10274,NYSE,RNR,6331,"Fire, Marine, and Casualty Insurance",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=913144&start=0&type=SD,,,,2016-04-30
904,931336,DEAN FOODS CO,8149,NYSE,DF,2024,Ice Cream and Frozen Desserts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=931336&start=0&type=SD,,,,2016-04-30
905,24545,MOLSON COORS BREWING CO,9561,NYSE,TAP,2082,Malt Beverages,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=24545&start=0&type=SD,,,,2016-04-30
906,874499,GULFPORT ENERGY CORP,5039,Nasdaq Global Market,GPOR,1311,Crude Petroleum and Natural Gas,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=874499&start=0&type=SD,,,,2016-04-30
907,1409375,"ORION ENERGY SYSTEMS, INC.",754668,Nasdaq Capital Market,OESX,3640,Electric Lighting And Wiring Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1409375&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1409375/000140937514000011/0001409375-14-000011-index.htm,http://www.sec.gov/Archives/edgar/data/1409375/000140937515000010/0001409375-15-000010-index.htm,,2016-04-30
908,1466593,OTTER TAIL CORP,807724,Nasdaq Global Market,OTTR,4911,Electric Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1466593&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1466593/000157104914002227/0001571049-14-002227-index.htm,http://www.sec.gov/Archives/edgar/data/1466593/000157104915004802/0001571049-15-004802-index.htm,,2016-04-30
909,732712,VERIZON COMMUNICATIONS INC,7762,NYSE,VZ,4813,"Telephone Communications, Except Radiotelephone",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=732712&start=0&type=SD,,http://www.sec.gov/Archives/edgar/data/732712/000119312515205822/0001193125-15-205822-index.htm,,2016-04-30
910,1057083,PC TEL INC,5685,Nasdaq Global Market,PCTI,3663,Radio and Television Broadcasting and Communications Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1057083&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1057083/000119312514221389/0001193125-14-221389-index.htm,http://www.sec.gov/Archives/edgar/data/1057083/000119312515201330/0001193125-15-201330-index.htm,,2016-04-30
911,1063761,SIMON PROPERTY GROUP INC /DE/,54360,NYSE,SPG,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1063761&start=0&type=SD,,,,2016-04-30
912,721371,CARDINAL HEALTH INC,5728,NYSE,CAH,5122,"Drugs, Drug Proprietaries, and Druggists' Sundries",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=721371&start=0&type=SD,,http://www.sec.gov/Archives/edgar/data/721371/000072137115000042/0000721371-15-000042-index.htm,,2016-04-30
913,1065696,LKQ CORP,212268,Nasdaq Global Market,LKQ,5010,Motor Vehicles And Motor Vehicle Parts And,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1065696&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1065696/000106569614000045/0001065696-14-000045-index.htm,http://www.sec.gov/Archives/edgar/data/1065696/000106569615000033/0001065696-15-000033-index.htm,,2016-04-30
914,35527,FIFTH THIRD BANCORP,7793,Nasdaq Global Market,FITB,6022,State Commercial Banks,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=35527&start=0&type=SD,,,,2016-04-30
915,1489393,LYONDELLBASELL INDUSTRIES N.V.,826087,NYSE,LYB,2860,Industrial Organic Chemicals,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1489393&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1489393/000119312514219700/0001193125-14-219700-index.htm,http://www.sec.gov/Archives/edgar/data/1489393/000119312515206679/0001193125-15-206679-index.htm,,2016-04-30
916,717954,UNIFIRST CORP,7467,NYSE,UNF,7200,Services-Personal Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=717954&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/717954/000143774914010455/0001437749-14-010455-index.htm,http://www.sec.gov/Archives/edgar/data/717954/000143774915011472/0001437749-15-011472-index.htm,,2016-04-30
917,1289419,"MORNINGSTAR, INC.",634142,Nasdaq Global Market,MORN,6282,Investment Advice,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1289419&start=0&type=SD,,,,2016-04-30
918,1348259,VALIDUS HOLDINGS LTD,694800,NYSE,VR,6331,"Fire, Marine, and Casualty Insurance",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1348259&start=0&type=SD,,,,2016-04-30
919,1299139,TEARLAB CORP,646524,Nasdaq Capital Market,TEAR,3841,Surgical and Medical Instruments and Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1299139&start=0&type=SD,,http://www.sec.gov/Archives/edgar/data/1299139/000143774915009784/0001437749-15-009784-index.htm,,2016-04-30
920,7084,ARCHER DANIELS MIDLAND CO,10859,NYSE,ADM,2070,Fats And Oils,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=7084&start=0&type=SD,,,,2016-04-30
921,1110783,MONSANTO CO /NEW/,76144,NYSE,MON,2870,Agricultural Chemicals,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1110783&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1110783/000111078314000083/0001110783-14-000083-index.htm,http://www.sec.gov/Archives/edgar/data/1110783/000111078315000093/0001110783-15-000093-index.htm,,2016-04-30
922,1617898,KLX INC.,943529,Nasdaq Global Market,KLXI,3720,Aircraft And Parts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1617898&start=0&type=SD,,http://www.sec.gov/Archives/edgar/data/1617898/000163569815000005/0001635698-15-000005-index.htm,,2016-04-30
923,73124,NORTHERN TRUST CORP,10923,Nasdaq Global Market,NTRS,6022,State Commercial Banks,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=73124&start=0&type=SD,,,,2016-04-30
924,886346,KADANT INC,9850,NYSE,KAI,3550,"Special Industry Machinery, Except Metalworking",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=886346&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/886346/000088634614000031/0000886346-14-000031-index.htm,http://www.sec.gov/Archives/edgar/data/886346/000088634615000132/0000886346-15-000132-index.htm,,2016-04-30
925,893949,"MEDNAX, INC.",10840,NYSE,MD,8060,Hospitals,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=893949&start=0&type=SD,,,,2016-04-30
926,775368,ALLEGHANY CORP /DE,11487,NYSE,Y,6331,"Fire, Marine, and Casualty Insurance",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=775368&start=0&type=SD,,,,2016-04-30
927,70866,NCR CORP,2066,NYSE,NCR,3578,"Calculating and Accounting Machines, Except Electronic Computers",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=70866&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/70866/000095015714000546/0000950157-14-000546-index.htm,http://www.sec.gov/Archives/edgar/data/70866/000007086615000040/0000070866-15-000040-index.htm,,2016-04-30
928,1336917,"UNDER ARMOUR, INC.",683860,NYSE,UA,2300,Apparel & Other Finishd Prods of Fabrics & Similar Matl,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1336917&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1336917/000133691714000027/0001336917-14-000027-index.htm,http://www.sec.gov/Archives/edgar/data/1336917/000133691715000027/0001336917-15-000027-index.htm,,2016-04-30
929,1285785,MOSAIC CO,630568,NYSE,MOS,2870,Agricultural Chemicals,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1285785&start=0&type=SD,,,,2016-04-30
930,85408,ROWAN COMPANIES PLC,10681,NYSE,RDC,1381,Drilling Oil and Gas Wells,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=85408&start=0&type=SD,,,,2016-04-30
931,918251,MOTORCAR PARTS AMERICA INC,11357,Nasdaq Global Market,MPAA,3714,Motor Vehicle Parts and Accessories,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=918251&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/918251/000114036114023676/0001140361-14-023676-index.htm,http://www.sec.gov/Archives/edgar/data/918251/000114036115022365/0001140361-15-022365-index.htm,,2016-04-30
932,50863,INTEL CORP,6850,Nasdaq Global Market,INTC,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=50863&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/50863/000005086314000040/0000050863-14-000040-index.htm,http://www.sec.gov/Archives/edgar/data/50863/000005086315000031/0000050863-15-000031-index.htm,,2016-04-30
933,355948,RICHARDSON ELECTRONICS LTD/DE,12009,Nasdaq Global Market,RELL,5065,"Electronic Parts and Equipment, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=355948&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/355948/000035594814000007/0000355948-14-000007-index.htm,http://www.sec.gov/Archives/edgar/data/355948/000035594815000011/0000355948-15-000011-index.htm,,2016-04-30
934,812074,OWENS ILLINOIS INC /DE/,4784,NYSE,OI,3221,Glass Containers,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=812074&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/812074/000110465914043324/0001104659-14-043324-index.htm,http://www.sec.gov/Archives/edgar/data/812074/000110465915042507/0001104659-15-042507-index.htm,,2016-04-30
935,1061219,ENTERPRISE PRODUCTS PARTNERS L P,4164,NYSE,EPD,4922,Natural Gas Transmission,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1061219&start=0&type=SD,,,,2016-04-30
936,1084991,NATURAL GAS SERVICES GROUP INC,110151,NYSE,NGS,1389,"Oil and Gas Field Services, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1084991&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1084991/000108499114000026/0001084991-14-000026-index.htm,http://www.sec.gov/Archives/edgar/data/1084991/000108499115000025/0001084991-15-000025-index.htm,,2016-04-30
937,85535,ROYAL GOLD INC,9289,Nasdaq Global Market,RGLD,6795,Mineral Royalty Traders,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=85535&start=0&type=SD,,,,2016-04-30
938,1094285,TELEDYNE TECHNOLOGIES INC,67456,NYSE,TDY,3812,"Search, Detection, Navigation, Guidance, Aeronautical, and Nauti",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1094285&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1094285/000109428514000123/0001094285-14-000123-index.htm,http://www.sec.gov/Archives/edgar/data/1094285/000109428515000088/0001094285-15-000088-index.htm,,2016-04-30
